IDfg,Season,Age,G,TBF
15100,2016,24,10,40
5164,2014,31,10,85
15126,2018,23,7,31
7416,2016,33,54,224
10337,2016,24,25,116
12699,2018,27,6,107
15514,2018,27,7,158
7608,2017,30,17,221
16318,2017,23,25,147
11266,2017,27,10,172
2141,2016,34,6,38
13736,2014,24,7,60
5279,2018,30,7,137
7080,2014,29,5,21
11502,2018,26,5,36
15451,2016,24,4,35
10688,2015,26,24,151
1483,2015,27,22,75
4891,2018,39,39,129
7952,2014,32,13,63
15603,2017,25,19,108
16309,2018,25,10,44
5109,2014,31,23,107
15947,2017,25,21,95
14867,2018,26,13,77
7466,2018,32,29,116
14139,2015,22,9,41
11137,2017,29,11,196
13763,2016,24,25,131
16684,2016,23,21,67
12982,2016,23,9,32
13685,2018,26,12,58
2540,2016,28,9,197
4858,2015,27,17,74
13346,2018,27,14,38
13042,2018,28,9,40
14776,2017,27,11,62
10267,2014,27,8,111
17664,2018,25,15,84
13560,2015,23,7,138
14382,2014,22,14,92
9149,2016,26,3,54
7303,2018,30,8,52
4257,2016,31,2,32
4001,2018,27,8,61
12537,2017,27,6,46
4741,2015,30,5,24
8855,2015,28,9,54
10314,2016,26,64,378
9029,2016,28,58,277
8268,2016,33,64,290
13211,2018,28,31,158
10267,2015,28,42,176
3507,2014,25,18,312
3840,2015,32,71,255
3970,2015,31,49,194
9033,2017,29,18,100
9033,2014,26,44,270
3220,2015,33,59,257
16933,2018,23,32,284
11479,2018,27,16,337
12730,2016,25,12,179
4732,2015,30,13,271
17237,2018,26,33,162
10732,2018,27,16,199
12182,2015,25,25,141
18311,2018,24,9,164
10387,2016,25,13,58
16258,2017,23,30,91
5178,2015,29,22,100
8678,2014,32,30,311
11571,2016,25,34,155
11716,2017,28,4,80
10314,2014,24,17,338
5722,2014,29,25,135
10185,2016,25,18,122
2642,2015,39,23,87
12784,2018,28,38,358
6432,2015,33,18,100
4079,2018,32,31,134
8185,2017,32,5,114
11720,2018,29,21,83
10234,2016,29,24,74
10291,2015,27,32,128
13418,2018,27,20,148
5876,2014,26,25,133
10066,2014,23,45,154
13424,2017,26,24,145
7450,2018,32,23,152
9303,2015,29,6,59
15051,2016,23,26,119
15551,2018,27,20,123
3200,2018,35,5,114
2790,2014,31,15,66
14470,2017,27,14,80
4734,2014,30,26,106
7312,2017,31,11,87
8421,2017,29,4,74
5508,2016,32,33,119
13401,2015,24,21,100
944,2015,37,3,37
9674,2017,29,12,77
11752,2016,24,8,62
3926,2017,33,10,62
17734,2018,23,9,59
8844,2017,31,9,52
17610,2018,25,8,45
1642,2014,32,69,268
9794,2014,26,74,273
13194,2018,28,50,328
11467,2018,26,32,221
9884,2017,30,39,436
9939,2014,29,64,239
9654,2016,27,41,201
3357,2016,32,16,212
8258,2016,32,26,105
4994,2015,29,62,205
521,2017,40,46,184
10314,2018,28,10,202
14934,2016,24,15,324
1701,2016,37,16,106
13713,2018,28,61,245
5213,2014,28,49,200
5861,2014,32,29,110
9720,2014,28,31,154
6570,2017,31,27,334
7183,2014,28,13,59
8600,2015,33,14,118
12790,2016,23,5,103
17233,2017,26,42,219
15440,2015,24,13,252
17697,2018,24,20,130
7960,2016,32,14,69
4363,2015,34,45,280
11663,2015,24,21,121
12165,2014,24,37,148
8037,2014,26,13,118
6475,2018,33,21,77
7677,2016,27,18,107
15474,2016,21,6,101
6527,2014,27,23,98
14814,2015,24,14,186
5203,2014,30,5,119
11604,2018,25,25,119
3777,2014,30,4,103
4424,2016,29,29,546
3656,2014,31,54,263
12905,2016,26,35,406
978,2017,40,14,322
18,2017,29,49,196
4138,2016,32,51,321
1642,2017,35,28,118
5705,2016,32,9,200
1663,2016,38,68,118
5702,2017,32,21,314
9137,2015,27,13,328
2660,2018,31,40,157
14309,2017,24,23,152
15423,2017,26,5,101
18815,2017,22,31,192
9073,2015,28,20,92
7038,2015,27,39,154
8887,2015,30,18,62
11596,2018,29,21,177
4366,2014,33,14,215
2646,2016,29,8,53
2072,2015,36,30,664
494,2015,38,68,277
13420,2018,27,19,360
11424,2014,24,7,170
11710,2017,29,55,260
15239,2018,27,23,126
10261,2015,31,64,277
13911,2015,25,64,259
13896,2017,22,14,233
979,2015,38,53,196
7725,2017,25,37,272
7725,2014,22,7,137
13453,2018,27,30,228
6475,2016,31,58,224
4300,2016,33,58,237
2237,2018,36,21,109
8280,2016,32,60,195
3993,2015,25,9,142
5178,2014,28,48,184
11424,2016,26,9,151
2586,2014,35,6,125
4878,2018,27,37,160
13849,2016,24,5,105
4141,2017,30,29,626
6230,2015,30,27,629
11713,2017,28,19,431
4300,2018,35,34,157
4064,2018,35,48,181
583,2015,36,52,163
11378,2016,23,14,237
4363,2014,33,60,260
9975,2016,32,50,209
3926,2016,32,39,169
2859,2015,29,41,288
7725,2015,23,6,136
5279,2017,29,24,444
15627,2016,24,7,128
36,2017,30,9,21
9037,2016,28,18,97
13144,2015,25,40,173
8402,2016,28,27,112
4544,2017,36,14,250
12520,2016,26,6,146
10149,2014,27,67,244
7059,2016,34,33,822
3855,2016,26,37,321
5203,2017,33,34,546
2155,2016,35,15,298
7982,2014,26,21,119
4235,2017,34,9,191
7773,2017,33,33,121
14375,2017,25,16,321
14825,2017,25,18,309
3196,2016,37,34,406
13418,2017,26,57,294
11528,2016,27,59,159
18282,2018,25,29,278
9388,2018,33,32,321
